0.0761,0.0359,-0.0209,-0.0038,-0.0016,-0.1376
0.0703,0.0330,-0.0192,-0.0036,-0.0017,-0.1345
0.0650,0.0303,-0.0176,-0.0034,-0.0017,-0.1314
0.0600,0.0278,-0.0162,-0.0033,-0.0017,-0.1281
0.0554,0.0255,-0.0149,-0.0031,-0.0017,-0.1248
0.0511,0.0234,-0.0137,-0.0029,-0.0017,-0.1214
0.0472,0.0215,-0.0125,-0.0027,-0.0017,-0.1180
0.0435,0.0197,-0.0115,-0.0025,-0.0016,-0.1145
0.0401,0.0181,-0.0106,-0.0023,-0.0016,-0.1110
0.0369,0.0166,-0.0097,-0.0022,-0.0016,-0.1073
0.0340,0.0152,-0.0089,-0.0020,-0.0015,-0.1037
0.0312,0.0140,-0.0081,-0.0018,-0.0015,-0.0999
0.0287,0.0128,-0.0074,-0.0017,-0.0014,-0.0961
0.0264,0.0117,-0.0068,-0.0015,-0.0014,-0.0923
0.0242,0.0108,-0.0062,-0.0014,-0.0013,-0.0884
0.0222,0.0099,-0.0057,-0.0013,-0.0012,-0.0844
0.0204,0.0090,-0.0052,-0.0012,-0.0012,-0.0804
0.0186,0.0083,-0.0048,-0.0011,-0.0011,-0.0764
0.0171,0.0075,-0.0043,-0.0010,-0.0011,-0.0723
0.0156,0.0069,-0.0040,-0.0009,-0.0010,-0.0681
0.0142,0.0063,-0.0036,-0.0008,-0.0010,-0.0639
0.0130,0.0058,-0.0033,-0.0008,-0.0009,-0.0597
0.0118,0.0052,-0.0030,-0.0007,-0.0009,-0.0554
0.0107,0.0048,-0.0027,-0.0006,-0.0008,-0.0511
0.0097,0.0044,-0.0025,-0.0006,-0.0007,-0.0469
0.0088,0.0040,-0.0022,-0.0005,-0.0007,-0.0430
0.0080,0.0036,-0.0020,-0.0005,-0.0006,-0.0395
0.0072,0.0033,-0.0018,-0.0005,-0.0006,-0.0362
0.0064,0.0030,-0.0016,-0.0004,-0.0005,-0.0332
0.0058,0.0027,-0.0015,-0.0004,-0.0005,-0.0305
0.0052,0.0024,-0.0013,-0.0004,-0.0005,-0.0280
0.0046,0.0022,-0.0012,-0.0004,-0.0004,-0.0256
0.0041,0.0020,-0.0010,-0.0003,-0.0004,-0.0235
0.0036,0.0018,-0.0009,-0.0003,-0.0004,-0.0215
0.0031,0.0016,-0.0008,-0.0003,-0.0003,-0.0197
0.0027,0.0014,-0.0007,-0.0003,-0.0003,-0.0180
0.0024,0.0012,-0.0006,-0.0002,-0.0003,-0.0165
0.0020,0.0011,-0.0005,-0.0002,-0.0003,-0.0150
0.0017,0.0010,-0.0004,-0.0002,-0.0002,-0.0137
0.0014,0.0008,-0.0004,-0.0002,-0.0002,-0.0125
0.0011,0.0007,-0.0003,-0.0002,-0.0002,-0.0114
0.0009,0.0006,-0.0002,-0.0002,-0.0002,-0.0104
0.0007,0.0005,-0.0002,-0.0002,-0.0002,-0.0095
0.0005,0.0004,-0.0001,-0.0002,-0.0001,-0.0086
0.0003,0.0004,-0.0001,-0.0001,-0.0001,-0.0078
0.0001,0.0003,-0.0000,-0.0001,-0.0001,-0.0071
-0.0001,0.0002,-0.0000,-0.0001,-0.0001,-0.0064
-0.0002,0.0002,0.0000,-0.0001,-0.0001,-0.0058
-0.0004,0.0001,0.0001,-0.0001,-0.0001,-0.0053
-0.0005,0.0000,0.0001,-0.0001,-0.0001,-0.0047
-0.0006,-0.0000,0.0001,-0.0001,-0.0001,-0.0043
-0.0007,-0.0001,0.0002,-0.0001,-0.0001,-0.0038
-0.0008,-0.0001,0.0002,-0.0001,-0.0001,-0.0034
-0.0009,-0.0001,0.0002,-0.0001,-0.0001,-0.0030
-0.0010,-0.0002,0.0002,-0.0001,-0.0001,-0.0027
-0.0010,-0.0002,0.0002,-0.0001,-0.0001,-0.0024
-0.0011,-0.0002,0.0003,-0.0002,-0.0000,-0.0021
-0.0012,-0.0003,0.0003,-0.0002,-0.0000,-0.0019
-0.0012,-0.0003,0.0003,-0.0002,-0.0000,-0.0017
-0.0013,-0.0003,0.0003,-0.0002,-0.0000,-0.0015
-0.0013,-0.0003,0.0003,-0.0003,-0.0000,-0.0013
-0.0014,-0.0003,0.0003,-0.0003,-0.0000,-0.0011
-0.0014,-0.0004,0.0003,-0.0003,-0.0000,-0.0009
-0.0015,-0.0004,0.0004,-0.0003,-0.0000,-0.0008
-0.0015,-0.0004,0.0004,-0.0003,-0.0000,-0.0006
-0.0015,-0.0004,0.0004,-0.0003,-0.0000,-0.0005
-0.0016,-0.0004,0.0004,-0.0003,-0.0000,-0.0004
-0.0016,-0.0004,0.0004,-0.0003,-0.0000,-0.0002
-0.0016,-0.0004,0.0004,-0.0004,-0.0000,-0.0001
-0.0016,-0.0005,0.0004,-0.0004,-0.0000,-0.0000
-0.0017,-0.0005,0.0004,-0.0004,-0.0000,0.0001
-0.0017,-0.0005,0.0004,-0.0004,-0.0000,0.0001
-0.0017,-0.0005,0.0004,-0.0004,-0.0000,0.0002
-0.0017,-0.0005,0.0004,-0.0004,-0.0000,0.0003
-0.0017,-0.0005,0.0004,-0.0004,-0.0000,0.0004
-0.0018,-0.0005,0.0004,-0.0004,0.0000,0.0004
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0005
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0006
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0006
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0007
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0007
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0007
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0008
-0.0018,-0.0005,0.0004,-0.0003,0.0000,0.0008
-0.0019,-0.0005,0.0004,-0.0003,0.0000,0.0009
-0.0019,-0.0005,0.0004,-0.0003,0.0000,0.0009
-0.0019,-0.0005,0.0004,-0.0003,0.0000,0.0009
-0.0019,-0.0005,0.0004,-0.0003,0.0000,0.0010
-0.0019,-0.0005,0.0004,-0.0003,0.0000,0.0010
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0010
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0010
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0010
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0011
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0012
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0013
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0014
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0015
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0015
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0015
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0015
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0015
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0005,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0017
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0004,0.0000,0.0016
-0.0019,-0.0006,0.0004,-0.0003,0.0000,0.0016
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0003,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0015
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0002,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0014
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0019,-0.0006,0.0005,-0.0001,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0013
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0005,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
-0.0018,-0.0006,0.0004,-0.0000,-0.0000,0.0012
