0.1745,-0.2000,-0.2000,1.1600,0.0000,0.2000,-1.6000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1745,-0.2018,-0.1995,1.1496,-0.0036,0.2114,-1.6093,0.1002,-0.0590,-0.0119,-0.0453,-0.0256,0.0000
0.1745,-0.2036,-0.1990,1.1393,-0.0069,0.2221,-1.6182,0.1004,-0.1175,-0.0231,-0.0899,-0.0507,0.0000
0.1745,-0.2053,-0.1985,1.1291,-0.0099,0.2323,-1.6268,0.1006,-0.1755,-0.0336,-0.1340,-0.0750,0.0000
0.1745,-0.2070,-0.1980,1.1189,-0.0128,0.2419,-1.6351,0.1008,-0.2329,-0.0434,-0.1775,-0.0988,0.0000
0.1745,-0.2087,-0.1975,1.1088,-0.0154,0.2511,-1.6431,0.1009,-0.2898,-0.0526,-0.2205,-0.1219,0.0000
0.1745,-0.2104,-0.1970,1.0988,-0.0179,0.2599,-1.6509,0.1011,-0.3462,-0.0610,-0.2629,-0.1444,0.0000
0.1745,-0.2120,-0.1964,1.0888,-0.0202,0.2683,-1.6584,0.1012,-0.4021,-0.0688,-0.3047,-0.1662,0.0000
0.1745,-0.2136,-0.1959,1.0789,-0.0224,0.2764,-1.6658,0.1013,-0.4574,-0.0760,-0.3459,-0.1875,0.0000
0.1745,-0.2152,-0.1953,1.0691,-0.0245,0.2843,-1.6729,0.1014,-0.5122,-0.0824,-0.3866,-0.2081,0.0000
0.1745,-0.2167,-0.1948,1.0593,-0.0265,0.2919,-1.6799,0.1015,-0.5666,-0.0883,-0.4267,-0.2282,0.0000
0.1745,-0.2182,-0.1942,1.0497,-0.0285,0.2992,-1.6868,0.1016,-0.6203,-0.0935,-0.4662,-0.2476,0.0000
0.1745,-0.2197,-0.1937,1.0400,-0.0303,0.3064,-1.6935,0.1017,-0.6736,-0.0981,-0.5053,-0.2665,0.0000
0.1745,-0.2212,-0.1931,1.0305,-0.0321,0.3133,-1.7001,0.1017,-0.7264,-0.1021,-0.5437,-0.2848,0.0000
0.1745,-0.2226,-0.1925,1.0210,-0.0337,0.3201,-1.7066,0.1018,-0.7786,-0.1056,-0.5817,-0.3025,0.0000
0.1745,-0.2241,-0.1919,1.0116,-0.0354,0.3267,-1.7129,0.1018,-0.8303,-0.1085,-0.6191,-0.3197,0.0000
0.1745,-0.2255,-0.1913,1.0023,-0.0370,0.3331,-1.7191,0.1018,-0.8815,-0.1108,-0.6559,-0.3364,0.0000
0.1745,-0.2268,-0.1908,0.9930,-0.0385,0.3394,-1.7253,0.1018,-0.9321,-0.1127,-0.6922,-0.3526,0.0000
0.1745,-0.2282,-0.1902,0.9838,-0.0400,0.3456,-1.7313,0.1018,-0.9823,-0.1140,-0.7280,-0.3682,0.0000
0.1745,-0.2295,-0.1896,0.9747,-0.0415,0.3516,-1.7372,0.1018,-1.0319,-0.1148,-0.7633,-0.3833,0.0000
0.1745,-0.2308,-0.1890,0.9656,-0.0429,0.3575,-1.7431,0.1018,-1.0810,-0.1151,-0.7981,-0.3980,0.0000
0.1745,-0.2321,-0.1884,0.9566,-0.0443,0.3634,-1.7488,0.1018,-1.1295,-0.1150,-0.8324,-0.4121,0.0000
0.1745,-0.2333,-0.1877,0.9476,-0.0457,0.3691,-1.7545,0.1017,-1.1776,-0.1144,-0.8661,-0.4258,0.0000
0.1745,-0.2345,-0.1871,0.9388,-0.0470,0.3747,-1.7601,0.1017,-1.2251,-0.1134,-0.8994,-0.4391,0.0000
0.1745,-0.2358,-0.1865,0.9300,-0.0484,0.3803,-1.7656,0.1016,-1.2721,-0.1120,-0.9322,-0.4519,0.0000
