0.169900,0.000000,0.985400,0.000000,1.000000,0.000000,-0.985400,0.000000,0.169900,0.220000,0.000000,0.471300,0.000000
0.169894,0.000000,0.985401,0.000000,1.000000,0.000000,-0.985401,0.000000,0.169894,0.220010,-0.000006,0.471300,0.000000
0.169875,0.000000,0.985404,0.000000,1.000000,0.000000,-0.985404,0.000000,0.169875,0.220039,-0.000024,0.471299,0.000000
0.169845,0.000000,0.985409,0.000000,1.000000,0.000000,-0.985409,0.000000,0.169845,0.220088,-0.000054,0.471299,0.000000
0.169802,0.000000,0.985417,0.000000,1.000000,0.000000,-0.985417,0.000000,0.169802,0.220157,-0.000095,0.471297,0.000000
0.169747,0.000000,0.985426,0.000000,1.000000,0.000000,-0.985426,0.000000,0.169747,0.220244,-0.000149,0.471296,0.000000
0.169680,0.000000,0.985438,0.000000,1.000000,0.000000,-0.985438,0.000000,0.169680,0.220351,-0.000214,0.471294,0.000000
0.169602,0.000000,0.985451,0.000000,1.000000,0.000000,-0.985451,0.000000,0.169602,0.220478,-0.000291,0.471292,0.000000
0.169511,0.000000,0.985467,0.000000,1.000000,0.000000,-0.985467,0.000000,0.169511,0.220623,-0.000380,0.471290,0.000000
0.169408,0.000000,0.985485,0.000000,1.000000,0.000000,-0.985485,0.000000,0.169408,0.220787,-0.000480,0.471287,0.000000
0.169293,0.000000,0.985504,0.000000,1.000000,0.000000,-0.985504,0.000000,0.169293,0.220971,-0.000592,0.471284,0.000000
0.169167,0.000000,0.985526,0.000000,1.000000,0.000000,-0.985526,0.000000,0.169167,0.221173,-0.000715,0.471280,0.000000
0.169029,0.000000,0.985550,0.000000,1.000000,0.000000,-0.985550,0.000000,0.169029,0.221394,-0.000850,0.471276,0.000000
0.168879,0.000000,0.985575,0.000000,1.000000,0.000000,-0.985575,0.000000,0.168879,0.221634,-0.000996,0.471272,0.000000
0.168718,0.000000,0.985603,0.000000,1.000000,0.000000,-0.985603,0.000000,0.168718,0.221892,-0.001154,0.471268,0.000000
0.168544,0.000000,0.985633,0.000000,1.000000,0.000000,-0.985633,0.000000,0.168544,0.222169,-0.001323,0.471263,0.000000
0.168360,0.000000,0.985664,0.000000,1.000000,0.000000,-0.985664,0.000000,0.168360,0.222465,-0.001503,0.471257,0.000000
0.168164,0.000000,0.985698,0.000000,1.000000,0.000000,-0.985698,0.000000,0.168164,0.222779,-0.001695,0.471252,0.000000
0.167956,0.000000,0.985733,0.000000,1.000000,0.000000,-0.985733,0.000000,0.167956,0.223111,-0.001897,0.471245,0.000000
0.167737,0.000000,0.985771,0.000000,1.000000,0.000000,-0.985771,0.000000,0.167737,0.223462,-0.002111,0.471239,0.000000
0.167506,0.000000,0.985810,0.000000,1.000000,0.000000,-0.985810,0.000000,0.167506,0.223830,-0.002336,0.471232,0.000000
0.167265,0.000000,0.985851,0.000000,1.000000,0.000000,-0.985851,0.000000,0.167265,0.224217,-0.002572,0.471225,0.000000
0.167011,0.000000,0.985894,0.000000,1.000000,0.000000,-0.985894,0.000000,0.167011,0.224622,-0.002819,0.471217,0.000000
0.166747,0.000000,0.985938,0.000000,1.000000,0.000000,-0.985938,0.000000,0.166747,0.225045,-0.003077,0.471208,0.000000
0.166472,0.000000,0.985985,0.000000,1.000000,0.000000,-0.985985,0.000000,0.166472,0.225485,-0.003345,0.471200,0.000000
0.166185,0.000000,0.986033,0.000000,1.000000,0.000000,-0.986033,0.000000,0.166185,0.225944,-0.003625,0.471190,0.000000
0.165887,0.000000,0.986083,0.000000,1.000000,0.000000,-0.986083,0.000000,0.165887,0.226420,-0.003915,0.471181,0.000000
0.165579,0.000000,0.986135,0.000000,1.000000,0.000000,-0.986135,0.000000,0.165579,0.226914,-0.004217,0.471170,0.000000
0.165259,0.000000,0.986189,0.000000,1.000000,0.000000,-0.986189,0.000000,0.165259,0.227425,-0.004528,0.471160,0.000000
0.164928,0.000000,0.986244,0.000000,1.000000,0.000000,-0.986244,0.000000,0.164928,0.227954,-0.004851,0.471148,0.000000
0.164587,0.000000,0.986301,0.000000,1.000000,0.000000,-0.986301,0.000000,0.164587,0.228500,-0.005184,0.471136,0.000000
