0.1745,-0.2000,-0.2000,1.1600,0.0000,0.2000,-1.6000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1745,-0.2008,-0.1995,1.1499,-0.0250,0.2492,-1.6247,0.0994,-0.0318,0.0032,-0.0217,-0.0069,0.0000
0.1745,-0.2016,-0.1992,1.1399,-0.0459,0.2889,-1.6439,0.0988,-0.0619,0.0032,-0.0431,-0.0155,0.0000
0.1745,-0.2024,-0.1988,1.1301,-0.0644,0.3231,-1.6600,0.0982,-0.0911,0.0019,-0.0644,-0.0248,0.0000
0.1745,-0.2032,-0.1985,1.1204,-0.0813,0.3534,-1.6740,0.0976,-0.1199,0.0000,-0.0855,-0.0344,0.0000
0.1745,-0.2040,-0.1982,1.1107,-0.0968,0.3810,-1.6864,0.0970,-0.1483,-0.0022,-0.1064,-0.0442,0.0000
0.1745,-0.2047,-0.1979,1.1011,-0.1114,0.4063,-1.6976,0.0964,-0.1765,-0.0046,-0.1272,-0.0539,0.0000
0.1745,-0.2055,-0.1976,1.0916,-0.1252,0.4299,-1.7078,0.0959,-0.2045,-0.0070,-0.1479,-0.0636,0.0000
0.1745,-0.2063,-0.1973,1.0821,-0.1383,0.4520,-1.7172,0.0953,-0.2324,-0.0094,-0.1685,-0.0733,0.0000
0.1745,-0.2071,-0.1970,1.0727,-0.1508,0.4728,-1.7259,0.0947,-0.2601,-0.0117,-0.1889,-0.0828,0.0000
0.1745,-0.2079,-0.1967,1.0634,-0.1628,0.4925,-1.7340,0.0941,-0.2876,-0.0138,-0.2092,-0.0922,0.0000
0.1745,-0.2086,-0.1964,1.0542,-0.1743,0.5112,-1.7416,0.0936,-0.3151,-0.0158,-0.2294,-0.1015,0.0000
0.1745,-0.2094,-0.1961,1.0450,-0.1855,0.5291,-1.7487,0.0930,-0.3424,-0.0176,-0.2494,-0.1106,0.0000
0.1745,-0.2101,-0.1958,1.0359,-0.1963,0.5462,-1.7554,0.0924,-0.3696,-0.0192,-0.2693,-0.1195,0.0000
0.1745,-0.2109,-0.1954,1.0268,-0.2067,0.5626,-1.7617,0.0919,-0.3967,-0.0207,-0.2891,-0.1283,0.0000
0.1745,-0.2116,-0.1951,1.0178,-0.2169,0.5783,-1.7677,0.0913,-0.4237,-0.0219,-0.3087,-0.1369,0.0000
0.1745,-0.2123,-0.1948,1.0089,-0.2267,0.5935,-1.7734,0.0908,-0.4505,-0.0229,-0.3281,-0.1453,0.0000
0.1745,-0.2131,-0.1945,1.0000,-0.2364,0.6081,-1.7787,0.0902,-0.4773,-0.0237,-0.3474,-0.1536,0.0000
0.1745,-0.2138,-0.1942,0.9912,-0.2458,0.6223,-1.7838,0.0897,-0.5039,-0.0243,-0.3666,-0.1617,0.0000
0.1745,-0.2145,-0.1938,0.9824,-0.2549,0.6359,-1.7887,0.0891,-0.5304,-0.0247,-0.3856,-0.1695,0.0000
0.1745,-0.2152,-0.1935,0.9737,-0.2639,0.6492,-1.7933,0.0886,-0.5567,-0.0249,-0.4044,-0.1772,0.0000
0.1745,-0.2159,-0.1932,0.9651,-0.2726,0.6620,-1.7977,0.0881,-0.5829,-0.0249,-0.4231,-0.1847,0.0000
0.1745,-0.2165,-0.1929,0.9565,-0.2812,0.6745,-1.8019,0.0875,-0.6090,-0.0246,-0.4416,-0.1921,0.0000
0.1745,-0.2172,-0.1925,0.9480,-0.2896,0.6866,-1.8060,0.0870,-0.6349,-0.0242,-0.4599,-0.1992,0.0000
0.1745,-0.2179,-0.1922,0.9396,-0.2979,0.6984,-1.8098,0.0865,-0.6607,-0.0235,-0.4781,-0.2062,0.0000
